,index,price,area,bedroom,bathroom,facade,nearhospital,nearschool,nearsupermarket,nearuniversity,nearbuildings,urgent,floor,district
3911,4283,4.5,65.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BINH TAN
3912,4284,5.2,80.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6
3913,4285,6.3,63.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
3914,4286,4.9,60.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
3915,4287,3.9,92.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,THU DUC
3916,4288,3.3,54.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
3917,4289,3.5,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,THU DUC
3918,4290,3.1,30.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11
3920,4292,3.2,55.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
3921,4293,3.6,56.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9
3922,4294,5.7,62.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,TAN BINH
3923,4295,10.3,60.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,TAN PHU
3924,4296,6.8,70.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
3925,4297,13.5,112.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,PHU NHUAN
3926,4298,3.6,46.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
3927,4299,6.2,45.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,GO VAP
3928,4300,7.29,70.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
3929,4301,4.5,92.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,9
3930,4302,4.6,35.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,10
3931,4304,17.6,100.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN BINH
3932,4305,6.5,68.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
3933,4306,3.7,42.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,TAN PHU
3934,4307,3.4,32.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
3935,4308,3.6,32.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
3937,4310,3.7,36.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
3938,4311,4.2,70.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH TAN
3939,4312,3.6,30.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,TAN PHU
3940,4313,5150.0,30.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,PHU NHUAN
3941,4314,2.5,50.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9
3942,4315,2.78,29.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,6
3943,4316,5.7,56.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,TAN PHU
3944,4317,4.1,40.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH TAN
3945,4318,8.5,60.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
3946,4319,6.2,77.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,THU DUC
3947,4320,9.0,40.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,10
3948,4321,3.9,120.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
3950,4323,4.2,53.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,TAN BINH
3951,4324,8.9,82.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,TAN PHU
3954,4327,3.7,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
3955,4328,8.9,82.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,TAN PHU
3956,4329,5.6,30.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5
3957,4330,3.95,31.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,BINH THANH
3958,4331,3.8,40.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
3959,4332,5.9,96.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,BINH TAN
3960,4335,2.2,23.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8
3961,4336,3.3,24.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,8
3962,4337,3.8,30.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11
3963,4338,6.3,31.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11
3964,4339,6.879,70.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
3965,4340,4.0,65.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,TAN PHU
3966,4341,6.9,75.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
3967,4342,7.8,60.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,THU DUC
3968,4343,4.7,135.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,THU DUC
3970,4345,5.0,52.0,5.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,BINH TAN
3971,4346,5.5,60.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
3973,4348,6.5,48.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN BINH
3974,4349,13.9,80.0,6.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,BINH TAN
3975,4350,3.5,90.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH TAN
3976,4351,13.9,344.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,BINH TAN
3977,4352,4.54,55.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,PHU NHUAN
3978,4353,3.5,39.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,GO VAP
3979,4354,6.5,60.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,TAN BINH
3980,4355,9.5,60.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TAN BINH
3981,4356,6.9,77.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,GO VAP
3982,4357,4.75,47.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
3983,4358,6.0,50.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,10
3984,4359,4.6,65.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6
3985,4360,13.9,80.0,6.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,BINH TAN
3987,4362,3.5,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN PHU
3988,4363,5.7,108.4,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
3989,4364,5.7,44.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
3990,4365,3.9,38.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN PHU
3991,4366,4.5,82.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,THU DUC
3992,4367,5.2,120.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,THU DUC
3993,4368,3.05,95.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,THU DUC
3995,4370,3.8,44.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH TAN
3996,4371,19.0,180.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,BINH TAN
3997,4372,4.5,32825.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,TAN BINH
3998,4373,4.5,60.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,11
3999,4374,4.6,135.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,HOC MON
4000,4375,4.7,50.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,BINH TAN
4001,4376,1.75,40.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8
4002,4377,2.0,32.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
4003,4378,7.3,75.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
4004,4379,5.5,85.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
4006,4381,4.5,60.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,BINH TAN
4007,4382,6.3,40.0,6.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,10
4008,4383,6.0,48.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8
4009,4385,10.0,38.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5
4011,4387,6.85,170.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,THU DUC
4013,4389,4.2,55.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,THU DUC
4014,4390,4.2,86.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,BINH THANH
4017,4393,10.1,85.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,GO VAP
4019,4395,11.8,92.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11
4020,4396,7.45,95.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,GO VAP
4021,4398,8.7,50.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN BINH
4022,4399,7.4,68.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,BINH TAN
4023,4400,5.5,63.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,TAN BINH
4024,4401,3.9,34.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6
4025,4402,3.9,34.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6
4026,4403,6.0,64.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
4027,4404,3.95,37.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.5,TAN BINH
4030,4407,2.9,56.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,BINH TAN
4031,4408,8.8,56.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,TAN BINH
4033,4410,4.8,60.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,TAN BINH
4034,4411,2.9,56.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,BINH TAN
4035,4412,3.15,52.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,8
4036,4413,5.8,60.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,11
4037,4414,4.5,49.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
4038,4415,7.8,60.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
4039,4416,2.35,60.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4
4040,4417,3.3,34.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,GO VAP
4042,4419,4.7,113.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
4044,4421,3.5,58.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,THU DUC
4045,4422,3.95,45.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
4046,4423,3.95,60.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
4047,4424,7.8,71.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
4048,4425,15.0,215.0,15.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BINH THANH
4049,4426,18.0,420.0,38.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,THU DUC
4050,4427,6.9,79.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7
4051,4428,5.0,118.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,THU DUC
4052,4429,10.0,91.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
4053,4430,3.95,60.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
4054,4431,4.2,42.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5
4055,4432,8.5,64.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11
4056,4433,8.5,64.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,11
4057,4434,4.6,48.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,GO VAP
4059,4436,4.9,56.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,7
4060,4437,5.5,60.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,TAN BINH
4061,4438,4.52,55.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
4062,4439,3.0,50.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3
4063,4440,3.95,38.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,TAN PHU
4064,4441,2.95,50.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5
4065,4442,7.0,53.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
4066,4443,3.9,100.0,5.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,BINH THANH
4067,4444,4.0,60.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PHU NHUAN
4068,4445,2.0,48.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,5
4069,4446,5.2,120.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,THU DUC
4070,4447,5.99,57.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,BINH TAN
4071,4448,5.5,41.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10
4072,4449,4.99,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,TAN BINH
4073,4450,3.35,40.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,BINH TAN
4074,4451,5.8,85.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,BINH TAN
4075,4452,2.68,26.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,8
4076,4453,2.67,25.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,8
4077,4454,3.8,38.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10
4078,4455,4.0,60.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,TAN PHU
4079,4456,4.0,65.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10
4080,4457,10.2,148.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,9
4081,4458,5.9,28.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11
4082,4459,3.12,32.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,10
4083,4460,3.88,35.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,BINH THANH
4084,4461,2.7,38.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,BINH TAN
4085,4462,3.65,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10
4086,4463,3.85,40.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,7
4087,4464,7.5,68.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,GO VAP
4088,4465,4.1,56.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
4089,4466,5.6,50.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,THU DUC
4090,4467,8.8,64.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,GO VAP
4091,4468,4.35,55.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,BINH TAN
4092,4469,5.2,25.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11
4094,4471,4.35,48.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN PHU
4096,4473,5.5,63.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,TAN BINH
4097,4474,3.05,45.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
4098,4475,4.6,48.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,11
4099,4476,4.5,44.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,TAN PHU
4100,4477,7.9,115.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
4101,4478,3.8,40.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
4102,4479,7.6,52.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,GO VAP
4103,4480,6.0,60.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6
4104,4481,4.8,48.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,GO VAP
4105,4482,5.0,48.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,GO VAP
4106,4483,4.1,45.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6
4107,4484,4.45,55.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11
4108,4485,5.6,48.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,11
4109,4486,3.8,74.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,THU DUC
4110,4487,3.98,32.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
4111,4488,6.2,52.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,THU DUC
4112,4489,3.2,25.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
4113,4490,29.0,330.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,TAN PHU
4116,4494,8.5,70.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,TAN PHU
4117,4495,5.1,44.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
4118,4496,5.1,44.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
4119,4497,3.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,BINH TAN
4120,4498,5.5,60.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
4122,4500,18.0,125.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1
4123,4501,5.6,36.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4
4124,4502,18.9,92.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,BINH THANH
4125,4503,6.5,78.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,THU DUC
4126,4504,10.0,64.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN PHU
4127,4505,4.9,54.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,9
4128,4506,9.5,42.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10
4129,4507,14.7,53.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3
4130,4508,5.7,38.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,TAN PHU
4131,4509,5.65,49.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
4132,4510,7.85,320.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,7
4133,4511,4.2,70.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,TAN PHU
4134,4512,5.4,87.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,BINH TAN
4135,4513,5.3,51.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11
4136,4514,4.75,80.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,THU DUC
4138,4516,6.3,60.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,THU DUC
4139,4517,4.8,87.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH TAN
4140,4518,5.5,65.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
4141,4519,6.3,46.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3
4142,4520,6.3,46.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3
4143,4521,11.0,153.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,THU DUC
4144,4522,6.6,32.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,GO VAP
4145,4523,7.7,80.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7
4146,4525,5.9,32.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,GO VAP
4147,4526,4.65,45.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
4148,4527,4.5,57.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11
4149,4528,9.8,55.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3
4150,4529,9.8,56.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3
4151,4530,7.5,58.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,GO VAP
4152,4531,6.2,40.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11
4153,4532,1.55,22.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,GO VAP
4154,4533,6.0,60.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,GO VAP
4155,4534,1.85,78.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,12
4156,4535,7.35,64.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7
4157,4536,6.3,77.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,THU DUC
4159,4540,7.9,39.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,PHU NHUAN
4160,4541,5.6,36.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PHU NHUAN
4161,4542,5.1,40.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
4162,4543,4.3,44.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
4163,4545,2.9,28.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,TAN BINH
4164,4546,5.8,64.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11
4165,4547,2.2,32.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,TAN PHU
4166,4548,9.5,116.0,18.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,THU DUC
4167,4549,42.0,288.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,BINH TAN
4168,4551,26.0,196.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,BINH TAN
4169,4552,25.0,252.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,BINH TAN
4170,4553,2.2,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11
4171,4554,26.5,200.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,BINH TAN
4172,4555,18.0,80.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2
4173,4556,35.0,384.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,6
