,index,price,area,bedroom,bathroom,facade,nearhospital,nearschool,nearsupermarket,nearuniversity,nearbuildings,urgent,floor,district
2447,2685,6.7,53.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,BINH THANH
2448,2686,5.5,80.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,BINH TAN
2449,2688,5.0,80.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH TAN
2450,2689,6.0,30.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,TAN PHU
2451,2690,6.0,66.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN PHU
2452,2691,4.9,48.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1
2453,2692,5.68,68.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH TAN
2454,2693,2.8,40.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,12
2455,2694,40.0,250.0,22.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,THU DUC
2457,2696,6.5,47.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
2458,2697,3.8,61.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,BINH TAN
2459,2698,2.95,39.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,TAN PHU
2462,2701,10.99,72.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,TAN PHU
2464,2703,3.64,21.12,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH THANH
2465,2704,10.99,72.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TAN PHU
2466,2705,4.18,47.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
2467,2706,21.0,84.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5
2468,2707,4.0,55.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2469,2708,7.1,44.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,BINH THANH
2470,2709,12.5,125.0,14.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,THU DUC
2471,2711,3.1,36.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,BINH TAN
2472,2712,3.1,36.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,BINH TAN
2473,2713,2.25,54.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6
2474,2715,5.5,33.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,TAN BINH
2475,2717,3.8,21.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,PHU NHUAN
2476,2718,3.8,21.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,PHU NHUAN
2478,2721,6.8,68.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,BINH THANH
2479,2722,6.8,68.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,BINH THANH
2480,2723,3.42,32.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PHU NHUAN
2481,2725,2.95,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
2482,2726,3.8,60.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,THU DUC
2483,2727,3.0,44.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,TAN BINH
2484,2728,3.8,25.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,PHU NHUAN
2485,2729,12.8,104.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,THU DUC
2487,2731,2.95,46.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
2488,2733,4.0,85.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,HOC MON
2489,2734,7.7,44.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1
2491,2736,3.84,38.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,PHU NHUAN
2492,2737,6.6,54.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8
2493,2738,3.4,70.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,BINH TAN
2494,2739,3.3,39.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,TAN PHU
2495,2740,3.5,50.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
2496,2741,15.0,168.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9
2498,2743,16.0,303.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1
2499,2744,8.5,80.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,TAN PHU
2500,2745,3.7,47.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,BINH THANH
2501,2746,12.5,157.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,BINH THANH
2502,2747,2.0,80.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12
2503,2748,4.8,66.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
2504,2749,7.29,64.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7
2505,2750,1.2,44.0,6.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,5
2506,2751,10.98,75.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,TAN PHU
2507,2753,4.8,77.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,THU DUC
2508,2754,3.3,32.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,BINH TAN
2509,2755,3.2,32.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,BINH TAN
2510,2756,3.7,26.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TAN PHU
2511,2757,3.7,27.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
2512,2758,2.6,48.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN PHU
2513,2759,3.8,45.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
2514,2760,4.7,57.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,PHU NHUAN
2515,2761,4.75,90.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,THU DUC
2516,2762,5.95,62.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,TAN PHU
2517,2763,5.8,86.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,BINH TAN
2518,2764,8.65,30.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,PHU NHUAN
2519,2765,2.8,20.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5
2520,2767,21.0,133.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,THU DUC
2521,2769,3.15,36.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,BINH TAN
2522,2771,3.2,77.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,BINH TAN
2526,2777,4.2,40.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
2527,2780,5.3,51.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,THU DUC
2528,2781,5.3,51.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,THU DUC
2530,2783,4.1,52.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,THU DUC
2531,2784,5.2,53.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,6
2532,2785,4.99,62.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,BINH TAN
2533,2786,2.4,38.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH THANH
2534,2787,2.2,36.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,GO VAP
2535,2788,4.141,900.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,THU DUC
2536,2789,4.2,75.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,PHU NHUAN
2537,2790,3.9,52.4,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,THU DUC
2538,2792,5.1,75.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,THU DUC
2539,2793,3.0,6.1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9
2540,2794,4.6,77.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,9
2541,2795,2.3,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12
2542,2796,6.3,94.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH TAN
2543,2797,19.5,83.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,BINH THANH
2544,2798,3.6,74.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,BINH TAN
2545,2799,4.3,20.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,PHU NHUAN
2546,2800,6.0,96.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN PHU
2548,2803,7.0,44.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,5
2549,2804,7.0,44.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,5
2550,2805,7.0,44.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,5
2552,2807,3.9,58.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,BINH TAN
2553,2808,6.5,92.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,BINH TAN
2554,2809,11.5,99.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
2557,2812,3.9,40.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,PHU NHUAN
2558,2813,3.42,55.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PHU NHUAN
2559,2814,6.6,59.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,TAN BINH
2560,2815,10.0,72.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6
2561,2816,11.0,96.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6
2562,2817,3.55,74.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,BINH TAN
2563,2818,11.8,79.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,GO VAP
2564,2819,3.8,31.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,PHU NHUAN
2565,2820,5.68,115.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH TAN
2566,2821,2.9,40.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
2567,2822,4.3,30.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH THANH
2569,2824,6.7,105.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
2570,2825,3.65,64.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,TAN PHU
2571,2826,4.9,35.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10
2573,2828,6.2,64.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,BINH TAN
2574,2829,5.7,66.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,TAN PHU
2575,2830,5.8,80.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,THU DUC
2577,2832,4.6,30.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,BINH THANH
2578,2833,2.2,277.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
2579,2834,27.68,250.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,BINH TAN
2580,2835,2.2,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
2581,2836,5.7,56.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,BINH TAN
2582,2837,5.7,58.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH TAN
2583,2838,6.7,53.4,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,BINH THANH
2584,2839,3.6,46.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,TAN BINH
2585,2840,3.2,53.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
2586,2841,4.7,32.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,BINH THANH
2587,2842,3.2,32.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
2588,2843,1.35,15.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,GO VAP
2589,2845,6.5,150.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,THU DUC
2590,2846,4.39,30.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,BINH THANH
2591,2847,3.5,38.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
2592,2848,4.2,33.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,TAN PHU
2593,2849,2.4,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,GO VAP
2594,2851,2.68,21.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
2595,2852,7.85,82.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,PHU NHUAN
2596,2853,7.5,84.0,5.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,THU DUC
2597,2854,2.75,17.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BINH THANH
2599,2856,6.3,46.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
2600,2857,7.8,70.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,TAN BINH
2601,2858,9.9,86.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,THU DUC
2602,2859,23.0,117.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,TAN BINH
2603,2860,3.5,85.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,BINH TAN
2604,2861,3.9,22.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,BINH THANH
2605,2862,3.95,30.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,TAN BINH
2607,2865,4.1,25.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,BINH THANH
2608,2866,3.65,56.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,12
2609,2868,4.25,52.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,TAN PHU
2610,2869,3.5,70.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2611,2870,6.25,65.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,THU DUC
2612,2871,3.9,75.0,4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
2613,2872,1.6,17.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12
2614,2873,4.39,28.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH THANH
2616,2875,14.2,65.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,PHU NHUAN
2617,2876,16.0,51.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,PHU NHUAN
2618,2877,3.95,37.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH THANH
2620,2879,8.38,90.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TAN PHU
2621,2880,3.0,62.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,BINH TAN
2622,2881,2.9,26.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH THANH
2623,2882,3.5,90.0,3,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,THU DUC
2624,2883,17.9,68.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,3
2625,2884,8.5,62.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
2626,2885,3.475,29.75,4,3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,BINH THANH
2629,2888,2.9,35.0,2,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,PHU NHUAN
2630,2889,2.6,32.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,PHU NHUAN
2631,2890,3.4,25.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,BINH THANH
2632,2891,17.5,92.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8
2633,2892,3.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,BINH TAN
2634,2893,19.0,80.0,6,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8
2635,2894,1.6,17.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,12
2636,2895,12.0,44.0,2,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,10
2637,2896,3.4,33.6,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
2639,2898,4.4,72.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
2640,2899,21.0,125.0,15.0,15.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,BINH THANH
2641,2901,7.0,68.0,5.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,6
2642,2902,9.6,87.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,BINH TAN
2643,2903,2.5,30.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,TAN PHU
2644,2904,6.38,110.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,BINH TAN
2645,2905,4.0,28.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,BINH THANH
2646,2906,7.0,90.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,THU DUC
2648,2910,4.54,38.1,2,4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,BINH THANH
2649,2911,4.54,38.1,2,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,BINH THANH
2650,2912,2.3,35.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,PHU NHUAN
2651,2914,3.96,47.0,4,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,PHU NHUAN
2652,2916,5.0,49.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,GO VAP
2653,2918,2.3,59.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH THANH
2654,2919,2.3,59.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BINH THANH
2655,2920,2.8,25.6,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
2659,2926,17.38,410.0,18.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,BINH TAN
2660,2927,17.38,410.0,18.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,BINH TAN
2661,2929,3.85,90.0,3,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,THU DUC
2662,2930,3.7,20.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,PHU NHUAN
2663,2931,3.0,45.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
2665,2933,4.0,73.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
2666,2934,15.0,240.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,THU DUC
2667,2935,10.9,75.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,TAN BINH
2669,2937,13.38,78.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TAN PHU
2670,2938,4.2,18.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,PHU NHUAN
2671,2939,5.7,49.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
2672,2940,4.5,34.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,BINH THANH
2673,2941,29.0,89.0,14.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,TAN BINH
2674,2942,5.95,64.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,12
2676,2944,3.3,35.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,GO VAP
2677,2946,6.0,83.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,BINH THANH
2679,2948,5.9,40.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
2680,2949,23.0,240.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,THU DUC
2681,2950,18.7,123.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,9
2682,2951,16.0,7.0,12,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,9
2683,2952,3.3,50.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,THU DUC
2688,2959,3.3,50.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,THU DUC
2689,2960,16.0,196.0,12,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,9
2690,2962,16.0,7.0,12,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,9
2691,2963,3.3,50.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,THU DUC
2695,2970,16.0,7.0,12,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,9
2696,2972,10.88,118.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TAN PHU
2698,2974,9.0,75.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3
2699,2975,11.95,103.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN BINH
2700,2976,365.0,40.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3
2702,2978,5.5,38.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PHU NHUAN
2703,2979,7.5,21.0,2.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH THANH
2704,2981,4.2,20.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,PHU NHUAN
2705,2982,2.65,17.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BINH THANH
2706,2983,7.5,87.0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,BINH THANH
2707,2984,3.7,20.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PHU NHUAN
2708,2985,3.2,30.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,TAN PHU
2709,2986,55.0,140.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1
2710,2988,75.0,200.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1
2711,2989,68.0,160.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1
2712,2991,25.0,161.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,THU DUC
2713,2992,140.0,280.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,3
2714,2993,14.3,59.0,3,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8
2715,2994,6.5,42.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,PHU NHUAN
2716,2995,18.38,240.0,38.0,38.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,TAN PHU
2718,2997,4.9,36.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,10
2719,2998,6.48,86.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,BINH TAN
2720,2999,9.8,50.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,BINH THANH
2721,3000,300.0,40.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,12
2722,3001,3.6,45.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,PHU NHUAN
2723,3002,7.8,68.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,TAN BINH
